ID,Type,Instance of,Relations,Data facts
http://n2t.net/ark:/21547/Q2MBIO228.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO228,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO228.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO228,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO231.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO231,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO231.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO231,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO231.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO231,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO232.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO232,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO232.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO232,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO232.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO232,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO81.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO81,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO81.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO81,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO81.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO81,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO234.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO234,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO234.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO234,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO234.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO234,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO235.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO235,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO235.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO235,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO235.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO235,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO24681.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO24681,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO82.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO82,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO82.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO82,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO82.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO82,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO83.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO83,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO83.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO83,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO83.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO83,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO84.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO84,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO84.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO84,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO84.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO84,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO85.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO85,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO85.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO85,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO85.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO85,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO87.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO87,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO87.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO87,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO87.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO87,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO88.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO88,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO88.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO88,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO88.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO88,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO91.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO91,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO91.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO91,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO91.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO91,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO92.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO92,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO92.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO92,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO92.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO92,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO95.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO95,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO95.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO95,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO95.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO95,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO96.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO96,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO96.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO96,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO96.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO96,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO99.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO99,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO99.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO99,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO99.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO99,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO100.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO100,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO100.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO100,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO100.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO100,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO101.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO101,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO101.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO101,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO101.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO101,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO104.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO104,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO104.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO104,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO104.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO104,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO105.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO105,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO105.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO105,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO105.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO105,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO106.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO106,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO106.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO106,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO106.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO106,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO107.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO107,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO107.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO107,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO107.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO107,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO110.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO110,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO110.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO110,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO110.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO110,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO111.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO111,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO111.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO111,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO111.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO111,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO112.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO112,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO112.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO112,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO112.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO112,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO115.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO115,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO115.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO115,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO115.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO115,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO116.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO116,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO116.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO116,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO116.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO116,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO117.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO117,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO117.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO117,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO117.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO117,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO118.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO118,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO118.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO118,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO118.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO118,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO120.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO120,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO120.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO120,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO120.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO120,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO121.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO121,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO121.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO121,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO121.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO121,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO124.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO124,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO124.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO124,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO124.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO124,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO125.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO125,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO125.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO125,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO125.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO125,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO126.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO126,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO126.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO126,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO126.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO126,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO127.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO127,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO127.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO127,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO127.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO127,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO128.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO128,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO128.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO128,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO128.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO128,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO129.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO129,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO129.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO129,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO129.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO129,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO130.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO130,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO130.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO130,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO130.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO130,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO131.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO131,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO131.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO131,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO131.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO131,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO132.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO132,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO132.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO132,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO132.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO132,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO240.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO240,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO240.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO240,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO240.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO240,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO242.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO242,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO242.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO242,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO242.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO242,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO243.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO243,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO243.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO243,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO243.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO243,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO244.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO244,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO244.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO244,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO244.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO244,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO246.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO246,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO246.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO246,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO246.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO246,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO247.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO247,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO247.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO247,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO247.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO247,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO250.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO250,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO250.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO250,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO250.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO250,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO251.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO251,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO251.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO251,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO251.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO251,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO254.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO254,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO254.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO254,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO254.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO254,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO255.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO255,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO255.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO255,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO255.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO255,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO256.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO256,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO256.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO256,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO256.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO256,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO257.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO257,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO257.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO257,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO257.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO257,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO258.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO258,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO258.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO258,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO258.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO258,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO259.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO259,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO259.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO259,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO259.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO259,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO260.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO260,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO260.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO260,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO260.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO260,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO261.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO261,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO261.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO261,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO261.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO261,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO267.1,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO267,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO267.2,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO267,"dwc:preservative ""95% ethanol"""
http://n2t.net/ark:/21547/Q2MBIO267.3,Individual,'specimen','part of' http://n2t.net/ark:/21547/R2MBIO267,"dwc:preservative ""95% ethanol"""
